,input_text,label,label_idx
186,"Nghị định số 48/2013/NĐ-CP ngày 14/5/2013 của Chính phủ sửa đổi , bổ sung một số điều của các",O O O B-DOCID B-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O,"[16, 16, 16, 3, 1, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
187,"Căn cứ Thông tư số 02/2017/TT-VPCP ngày 31 tháng 10 năm 2017 của Bộ trưởng , Chủ nhiệm Văn phòng Chính phủ hướng dẫn về nghiệp vụ kiểm soát thủ tục hành chính",O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-PER I-PER O B-PER I-PER B-DEP B-DEP I-DEP I-DEP O O O O O O O O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 5, 13, 16, 5, 13, 2, 2, 10, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
188,Theo đề nghị của Cục trưởng Cục Người có công và Chánh Văn phòng Bộ Nội vụ,O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP O B-PER I-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 10, 16, 5, 13, 13, 2, 10, 10]"
189,BỘ KHOA HỌC VÀ CÔNG NGHỆ,B-DEP I-DEP I-DEP I-DEP B-DEP I-DEP,"[2, 10, 10, 10, 2, 10]"
190,"Số : 2985/QĐ-BKHCN Hà Nội , ngày 01 tháng 10 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
191,Căn cứ Nghị định số 55/2025/NĐ-CP ngày 02 tháng 3 năm 2025 của Chính phủ quy định chức năng,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16]"
192,Căn cứ Cam kết tự nguyện của Việt Nam ngày 12 tháng 6 năm 2025 về “Thúc đẩy nghiên cứu khoa học,O O O O O O O B-LOC I-LOC B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O,"[16, 16, 16, 16, 16, 16, 16, 4, 12, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16]"
193,"BỘ TÀI CHÍNH Số : 52/2024/TT -BTC Hà Nội , ngày 23 tháng 7 năm 2024",B-DEP I-DEP I-DEP O O B-DOCID I-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[2, 10, 10, 16, 16, 3, 11, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
194,THÔNG TƯ BÃI BỎ MỘT SỐ THÔNG TƯ CỦA BỘ TRƯỞNG BỘ TÀI CHÍNH TRONG LĨNH VỰC,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
195,"THUẾ Căn cứ Luật Ban hành văn bản quy phạm pháp luật ngày 22 tháng 6 năm 2015 ; Luật sửa đổi , bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật ngày 18 tháng 6 năm 2020",B-TIT O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[6, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
196,"Căn cứ Luật thuế giá trị gia tăng ngày 03 tháng 6 năm 2008 , Luật sửa đổi , bổ sung một số điều của Luật thuế giá trị gia tăng ngày 19 tháng 6 năm 2013 và các văn bản hướng dẫn thi hành",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16]"
197,"Căn cứ Luật thuế thu nhập doanh nghiệp ngày 03 tháng 6 năm 2008 , Luật sửa đổi , bổ sung một số điều của Luật thuế thu nhập doanh nghiệp ngày 19 tháng 6 năm 2013 và các văn bản hướng dẫn thi hành , Luật sửa đổi , bổ sung một số điều của các Luật về thuế ngày 26 tháng 11 năm 2014 và các văn bản hướng dẫn thi hành",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O O O O O B-DAT I-DAT I-DAT I-DAT I-DAT B-DAT O O O O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 6, 14, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 16, 16, 16, 16, 1, 9, 9, 9, 9, 1, 16, 16, 16, 16, 16, 16, 16, 16]"
198,Căn cứ Nghị định số 34/2016/NĐ -CP ngày 14 tháng 5 năm 2016 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Ban hành văn bản quy phạm pháp luật,O O O O O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 16, 16, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14]"
199,"Căn cứ Nghị định số 154/2020/NĐ -CP ngày 31 tháng 12 năm 2020 của Chính phủ sửa đổi , bổ sung một số điều của Nghị định số 34/2016/NĐ -CP ngày 14 tháng 5 năm 2016 của Chính phủ",O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP,"[16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10]"
200,"Căn cứ Nghị định số 14/2023/NĐ -CP ngày 20 tháng 4 năm 2023 của Chính phủ quy định chức năng , nhiệm vụ , quyền hạn và cơ cấu tổ chức của Bộ Tài chính",O O O O O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O O O O O B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10, 10]"
201,"Theo đề nghị của Cục trưởng Cục Quản lý , giám sát chính sách thuế , phí và lệ phí",O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
202,Bộ trưởng Bộ Tài chính ban hành Thông tư bãi bỏ một số Thông tư của Bộ trưởng Bộ Tài chính,B-PER I-PER B-TIT I-TIT I-TIT O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[5, 13, 6, 14, 14, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
203,trong lĩnh vực thuế BỘ TÀI CHÍNH,B-TIT I-TIT I-TIT I-TIT B-DEP I-DEP I-DEP,"[6, 14, 14, 14, 2, 10, 10]"
204,"Số : 92/2025/TT-BTC Hà Nội , ngày 03 tháng 10 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
205,THÔNG TƯ BÃI BỎ THÔNG TƯ LIÊN TỊCH SỐ 15/2010/TTLT-BTC-BGDĐT NGÀY 29/01/2010 CỦA BỘ,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID B-DAT I-DAT O B-DEP,"[6, 14, 6, 14, 14, 14, 14, 14, 16, 3, 1, 9, 16, 2]"
206,TÀI CHÍNH VÀ BỘ GIÁO DỤC VÀ ĐÀO TẠO HƯỚNG DẪN QUẢN LÝ VÀ SỬ DỤNG KINH,B-DEP I-DEP O B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O O O O O O O O,"[2, 10, 16, 2, 10, 10, 10, 10, 10, 16, 16, 16, 16, 16, 16, 16, 16]"
207,ĐOẠN 2010 - 2015 VÀ THÔNG TƯ LIÊN TỊCH SỐ 143/2013/TTLT-BTC-BGDĐT NGÀY,O O O O O B-TIT I-TIT I-TIT I-TIT O B-DOCID B-DAT,"[16, 16, 16, 16, 16, 6, 14, 14, 14, 16, 3, 1]"
208,"18/10/2013 CỦA BỘ TÀI CHÍNH VÀ BỘ GIÁO DỤC VÀ ĐÀO TẠO SỬA ĐỔI , BỔ SUNG MỘT",B-DAT O B-DEP I-DEP I-DEP O B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O O O O O O,"[1, 16, 2, 10, 10, 16, 2, 10, 10, 10, 10, 10, 16, 16, 16, 16, 16, 16]"
209,SỐ ĐIỀU CỦA THÔNG TƯ LIÊN TỊCH SỐ 15/2010/TTLT-BTC-BGDĐT,O O O B-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 16, 6, 14, 14, 14, 16, 3]"
210,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM,B-DEP I-DEP I-DEP I-DEP B-DEP I-DEP,"[2, 10, 10, 10, 2, 10]"
211,"Số : 31/2025/TT-NHNN Hà Nội , ngày 30 tháng 9 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
212,"THÔNG TƯ QUY ĐỊNH VỀ HOẠT ĐỘNG CỦA CÔNG TY CON , CÔNG TY LIÊN KẾT CỦA TỔ CHỨC TÍN",B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
213,DỤNG TRONG LĨNH VỰC QUẢN LÝ NỢ VÀ KHAI THÁC TÀI SẢN,B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
214,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 16, 3]"
215,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi , bổ sung bởi Luật số 96/2025/QH15",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID O O O O O O O O O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3]"
216,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng , nhiệm vụ , quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam",O O B-TIT I-TIT O B-DOCID O B-DEP I-DEP O O O O O O O O O O O O O O O O B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP,"[16, 16, 6, 14, 16, 3, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10, 10, 10, 10, 10]"
217,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng,O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
218,Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về hoạt động của công ty con công ty liên kết của tổ chức tín dụng trong lĩnh vực quản lý nợ và khai thác tài sản,B-PER I-PER B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[5, 13, 2, 10, 10, 10, 10, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
219,"BỘ QUỐC PHÒNG Số : 109/2025/TT-BQP Hà Nội , ngày 02 tháng 10 năm 2025",B-DEP I-DEP I-DEP O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[2, 10, 10, 16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
220,THÔNG TƯ QUY ĐỊNH TẶNG KỶ NIỆM CHƯƠNG “VÌ SỰ NGHIỆP GÌN GIỮ HÒA BÌNH LIÊN HỢP QUỐC”,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
221,"Căn cứ Luật Thi đua , Khen thưởng ngày 15 tháng 6 năm 2022",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
222,Căn cứ Luật Tham gia lực lượng gìn giữ hòa bình của Liên hợp quốc ngày 26 tháng 6 năm 2025,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
223,"Căn cứ Nghị định số 152/2025/NĐ-CP ngày 14 tháng 6 năm 2025 của Chính phủ quy định về phân điều của Luật Thi đua , khen thưởng",O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14]"
224,"Căn cứ Nghị định số 01/2022/NĐ-CP ngày 30 tháng 11 năm 2022 của Chính phủ quy định chức năn g nhiệm vụ , quyền hạn và cơ cấu tổ chức của Bộ Quốc phòng ; Nghị định số 03/2025/NĐ-CP ngày 28 tháng 02 năm 2025 sửa đổi , bổ sung một số điều của Nghị định số 01/2022/NĐ-CP ngày 30 tháng 11 năm 2022 của Chính phủ quy định chức năng , nhiệm vụ , quyền hạn và cơ cấu tổ chức của Bộ Quốc",O O B-TIT I-TIT O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O O O O O B-DEP I-DEP I-DEP O O O O B-DOCID B-DAT I-DAT B-DAT I-DAT I-DAT I-DAT O O O O O O O O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT B-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O O O O O B-DEP I-DEP,"[16, 16, 6, 14, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10, 10, 16, 16, 16, 16, 3, 1, 9, 1, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 1, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10]"
225,phòng Theo đề nghị của Chủ nhiệm Tổng cục Chính trị,B-DEP O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP,"[2, 16, 16, 16, 16, 5, 13, 2, 10, 10, 10]"
226,-DOCSTART- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[16, 4, 12, 12, 12, 12, 12, 12, 12]"
227,LUẬT SỐ 14/2023/QH15 BAN HÀNH NGÀY 15 THÁNG 6 NĂM 2023,B-TYP O I-DOCID O O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[7, 16, 11, 16, 16, 1, 9, 9, 9, 9, 9]"
228,CHỦ TỊCH NƯỚC NGUYỄN XUÂN PHÚC KÝ,B-PER I-PER I-PER B-PER I-PER I-PER O,"[5, 13, 13, 5, 13, 13, 16]"
229,ĐIỀU 1 PHẠM VI ĐIỀU CHỈNH SỬA LUẬT GIÁO DỤC,O O O O O O O B-TIT I-TIT I-TIT,"[16, 16, 16, 16, 16, 16, 16, 6, 14, 14]"
230,CƠ QUAN BỘ GIÁO DỤC VÀ ĐÀO TẠO THỰC HIỆN,B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O O,"[2, 10, 10, 10, 10, 10, 10, 10, 16, 16]"
231,ĐIỀU 2 NGÀY BAN HÀNH LUẬT NÀY LÀ 01/01/2024,O O B-DAT O O B-TYP O O B-DAT,"[16, 16, 1, 16, 16, 7, 16, 16, 1]"
232,"Luật số : 76/2025/QH15 Hà Nội , ngày 17 tháng 6 năm 2025",O O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
233,"LUẬT SỬA ĐỔI , BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT DOANH NGHIỆP",B-TYP O O O O O O O O O B-TIT I-TIT I-TIT,"[7, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14]"
234,"Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam đã được sửa đổi , bổ sung một số điều theo Nghị quyết số 203/2025/QH15",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O O O O O O O O O O O B-TYP I-TYP B-DOCID I-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 7, 15, 3, 11]"
235,"Quốc hội ban hành Luật sửa đổi , bổ sung một số điều của Luật Doanh nghiệp số 59/2020/QH14 đã được sửa đổi , bổ sung một số điều theo Luật số 03/2022/QH15",B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-DOCID O O O O O O O O O O O O O B-DOCID,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 3]"
236,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-DEP I-DEP B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC,"[2, 10, 4, 12, 12, 12, 12, 12, 12, 12]"
237,"Luật số : 48/2024/QH15 Hà Nội , ngày 26 tháng 11 năm 2024",O O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
238,LUẬT THUẾ GIÁ TRỊ GIA TĂNG,B-TIT B-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 6, 14, 14, 14, 14]"
239,Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
240,Quốc hội ban hành Luật Thuế giá trị gia tăng,B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14]"
241,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM,B-DEP I-DEP O O O O O O O O,"[2, 10, 16, 16, 16, 16, 16, 16, 16, 16]"
242,"Luật số : 106/2016/QH13 Hà Nội , ngày 06 tháng 4 năm 2016",O O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
243,"LUẬT SỬA ĐỔI , BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT THUẾ GIÁ TRỊ GIA TĂNG , LUẬT THUẾ TIÊU",B-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 6, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
244,THỤ ĐẶC BIỆT VÀ LUẬT QUẢN LÝ THUẾ,B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT,"[6, 14, 14, 16, 6, 14, 14, 14]"
245,Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
246,"Quốc hội ban hành Luật sửa đổi , bổ sung một số điều của Luật thuế giá trị gia tăng số 13/2008/QH12",B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 16, 3]"
